investor_id,sip_count,avg_gap_days,max_gap_days,total_sip_amount,is_at_risk
INV002575,9,56.12,128.0,155419,True
INV002579,6,40.8,71.0,136656,True
INV002582,6,77.4,173.0,18333,True
INV002585,6,65.0,124.0,46894,True
INV002586,6,87.2,168.0,73304,True
INV002590,10,50.22,125.0,151056,True
INV002591,6,52.2,139.0,29695,True
INV002594,6,94.0,244.0,98891,True
INV002598,9,51.38,179.0,121198,True
INV002602,8,66.0,151.0,95414,True
INV002606,6,89.6,248.0,73666,True
INV002613,8,65.0,143.0,23849,True
INV002622,7,76.67,244.0,64167,True
INV002627,6,85.0,182.0,40609,True
INV002628,6,77.0,322.0,42616,True
INV002632,8,65.57,180.0,70430,True
INV002640,7,70.0,153.0,66928,True
INV002643,6,74.2,229.0,32343,True
INV002645,7,45.17,133.0,89681,True
INV002654,8,61.86,115.0,97131,True
INV002659,7,62.33,224.0,96575,True
INV002666,7,53.17,100.0,50807,True
INV002671,7,77.17,163.0,121426,True
INV002673,8,65.0,147.0,205287,True
INV002674,6,75.8,153.0,109896,True
INV002675,8,63.86,138.0,104247,True
INV002681,7,83.67,161.0,77813,True
INV002684,6,80.6,266.0,81047,True
INV002688,9,37.0,122.0,127567,True
INV002689,8,50.0,115.0,78790,True
INV002693,7,45.83,72.0,166843,True
INV002697,7,55.33,199.0,61207,True
INV002700,7,79.83,140.0,40488,True
INV002704,8,59.14,139.0,75458,True
INV002705,8,22.57,70.0,53493,False
INV002706,6,73.6,133.0,69684,True
INV002711,8,65.57,230.0,73628,True
INV002712,11,46.8,174.0,102129,True
INV002722,6,61.4,178.0,36876,True
INV002723,9,37.75,102.0,44585,True
INV002724,6,76.6,187.0,94701,True
INV002726,8,45.57,84.0,41222,True
INV002732,8,70.71,151.0,96854,True
INV002733,8,51.57,150.0,56424,True
INV002735,7,68.17,136.0,88635,True
INV002736,6,70.6,323.0,64757,True
INV002737,8,58.43,104.0,102279,True
INV002743,6,88.2,190.0,40865,True
INV002744,10,52.89,139.0,64967,True
INV002746,8,68.0,206.0,48769,True
INV002750,6,72.4,254.0,54778,True
INV002751,7,41.5,102.0,95314,True
INV002758,6,81.0,263.0,100322,True
INV002761,6,80.6,312.0,61101,True
INV002766,6,70.6,151.0,73612,True
INV002767,7,55.33,145.0,54936,True
INV002769,7,82.0,141.0,149870,True
INV002772,7,74.5,168.0,59984,True
INV002779,6,64.2,151.0,120653,True
INV002783,7,64.0,126.0,63570,True
INV002786,7,76.33,124.0,94391,True
INV002793,7,59.33,125.0,73091,True
INV002794,7,56.17,111.0,62084,True
INV002799,6,70.8,129.0,77732,True
INV002800,7,63.5,108.0,92767,True
INV002803,7,64.83,176.0,32936,True
INV002804,8,59.86,209.0,50641,True
INV002808,7,59.67,120.0,114782,True
INV002809,6,81.4,276.0,27992,True
INV002810,8,32.29,139.0,198382,False
INV002813,7,49.0,149.0,58938,True
INV002822,7,53.0,108.0,79723,True
INV002824,7,71.83,223.0,129424,True
INV002826,6,61.6,91.0,16841,True
INV002827,6,73.6,200.0,31630,True
INV002828,6,80.0,211.0,24496,True
INV002831,6,40.2,72.0,41114,True
INV002835,7,82.33,233.0,66597,True
INV002838,8,56.71,116.0,85390,True
INV002841,6,43.4,102.0,66169,True
INV002843,8,43.14,128.0,39772,True
INV002847,10,52.67,129.0,54971,True
INV002850,7,53.17,166.0,60216,True
INV002852,6,75.8,207.0,72731,True
INV002859,7,76.5,198.0,102010,True
INV002863,6,74.4,199.0,64141,True
INV002865,6,37.2,50.0,101007,True
INV002870,6,48.2,109.0,46965,True
INV002872,6,85.6,199.0,46749,True
INV002873,6,98.2,235.0,103488,True
INV002879,7,72.17,125.0,67219,True
INV002881,6,43.6,110.0,73870,True
INV002883,6,96.0,176.0,127978,True
INV002886,7,44.33,137.0,111958,True
INV002891,8,72.71,166.0,91856,True
INV002893,9,50.0,148.0,67163,True
INV002900,6,64.2,136.0,74395,True
INV002903,6,89.6,176.0,34145,True
INV002904,7,49.33,104.0,21362,True
INV002905,6,73.0,221.0,41724,True
INV002906,6,41.2,74.0,88578,True
INV002909,7,82.33,263.0,78147,True
INV002912,6,97.0,342.0,82487,True
INV002913,7,73.67,168.0,83828,True
INV002915,8,49.29,117.0,115638,True
INV002921,7,53.33,121.0,150805,True
INV002927,8,40.29,79.0,84741,True
INV002935,7,48.0,72.0,50280,True
INV002937,7,67.17,184.0,137371,True
INV002939,7,60.5,127.0,52116,True
INV002942,9,55.5,180.0,85118,True
INV002945,8,65.0,139.0,119666,True
INV002947,7,64.17,152.0,35512,True
INV002950,8,45.86,119.0,52718,True
INV002951,7,51.83,82.0,41135,True
INV002961,7,84.67,231.0,116671,True
INV002974,7,51.33,105.0,91467,True
INV002984,6,91.0,200.0,49158,True
INV002989,6,86.6,182.0,97001,True
INV002994,7,58.17,142.0,109553,True
INV003000,7,67.0,137.0,54577,True
INV003003,9,58.25,100.0,43344,True
INV003005,8,53.14,107.0,92598,True
INV003007,9,48.25,162.0,50688,True
INV003009,9,38.12,84.0,44642,True
INV003011,7,64.17,154.0,49243,True
INV003014,6,82.4,144.0,203009,True
INV003015,7,54.67,91.0,114153,True
INV003018,6,49.2,156.0,48461,True
INV003022,6,69.6,123.0,108990,True
INV003024,6,44.2,122.0,49549,True
INV003025,8,35.29,65.0,71546,True
INV003028,6,91.4,183.0,77674,True
INV003034,6,73.4,118.0,92731,True
INV003036,8,57.71,138.0,134774,True
INV003037,7,79.5,300.0,42399,True
INV003040,6,74.0,194.0,51162,True
INV003043,7,73.83,131.0,78142,True
INV003044,7,71.17,237.0,60913,True
INV003045,6,36.2,71.0,32392,True
INV003047,8,70.14,215.0,137083,True
INV003054,7,78.67,209.0,76249,True
INV003060,7,79.0,135.0,69534,True
INV003063,7,57.83,112.0,27315,True
INV003070,9,54.5,132.0,116790,True
INV003074,6,74.8,123.0,78967,True
INV003075,8,57.43,128.0,169132,True
INV003078,7,69.17,126.0,55176,True
INV003082,8,46.43,142.0,40228,True
INV003083,6,66.4,169.0,38189,True
INV003089,6,65.0,107.0,72760,True
INV003091,9,50.88,199.0,35993,True
INV003095,6,86.6,175.0,64248,True
INV003097,8,62.71,121.0,151274,True
INV003105,7,65.5,140.0,121433,True
INV003112,6,91.6,173.0,68105,True
INV003113,8,66.86,159.0,115572,True
INV003115,6,48.0,125.0,103814,True
INV003117,8,66.57,115.0,74326,True
INV003134,7,76.83,172.0,111805,True
INV003139,7,55.17,133.0,79357,True
INV003140,8,57.0,125.0,47273,True
INV003141,7,67.5,225.0,87927,True
INV003144,7,82.5,243.0,54671,True
INV003146,9,59.5,283.0,116340,True
INV003151,6,81.0,146.0,38290,True
INV003153,7,40.67,156.0,82703,True
INV003158,9,55.62,138.0,95466,True
INV003161,6,77.4,118.0,45870,True
INV003169,6,62.6,178.0,31020,True
INV003178,6,56.4,84.0,39480,True
INV003179,9,56.25,151.0,64309,True
INV003185,6,65.2,116.0,78275,True
INV003187,9,58.25,244.0,51008,True
INV003189,9,55.12,198.0,34519,True
INV003191,6,76.8,138.0,31967,True
INV003193,6,96.6,294.0,65353,True
INV003196,7,80.33,319.0,34448,True
INV003205,7,67.67,111.0,50635,True
INV003210,6,72.2,112.0,18851,True
INV003211,7,69.0,104.0,73285,True
INV003214,6,59.8,170.0,58100,True
INV003215,7,60.83,105.0,30900,True
INV003219,6,57.2,86.0,111640,True
INV003221,7,61.17,99.0,188581,True
INV003222,7,81.5,190.0,46924,True
INV003223,8,67.71,331.0,115743,True
INV003228,7,70.17,256.0,88333,True
INV003230,7,67.5,251.0,59960,True
INV003231,7,83.0,253.0,61212,True
INV003234,6,96.6,188.0,45926,True
INV003236,9,51.12,115.0,120464,True
INV003242,7,61.0,159.0,60420,True
INV003247,6,84.6,206.0,94982,True
INV003252,6,67.6,192.0,102990,True
INV003256,7,51.0,90.0,94745,True
INV003257,6,61.8,139.0,145848,True
INV003260,6,89.4,247.0,66384,True
INV003262,6,85.2,162.0,140022,True
INV003267,6,74.4,197.0,20825,True
INV003271,7,61.17,157.0,38769,True
INV003273,8,60.14,134.0,195095,True
INV003277,8,53.71,192.0,81268,True
INV003279,9,63.38,147.0,155774,True
INV003289,7,64.83,183.0,105165,True
INV003300,6,64.8,219.0,92258,True
INV003301,9,59.38,113.0,183141,True
INV003304,10,44.22,180.0,135315,True
INV003308,9,56.75,141.0,133172,True
INV003310,6,80.8,154.0,33878,True
INV003311,9,48.0,149.0,43171,True
INV003314,7,73.5,210.0,179149,True
INV003317,8,44.14,71.0,75540,True
INV003320,8,45.29,192.0,107141,True
INV003325,6,101.0,155.0,42846,True
INV003329,6,89.0,230.0,113204,True
INV003336,7,72.33,133.0,134860,True
INV003338,9,37.5,155.0,153954,True
INV003344,6,86.6,190.0,30966,True
INV003350,6,92.4,191.0,27929,True
INV003351,6,54.0,86.0,104400,True
INV003352,8,68.14,279.0,113976,True
INV003357,6,62.4,100.0,56022,True
INV003360,8,59.43,163.0,66401,True
INV003370,7,63.33,206.0,82199,True
INV003372,6,59.4,118.0,31020,True
INV003374,7,56.5,128.0,49043,True
INV003375,8,52.71,158.0,135524,True
INV003376,6,85.8,199.0,80609,True
INV003379,7,75.17,268.0,53335,True
INV003380,6,72.4,155.0,35744,True
INV003382,6,34.2,85.0,70423,False
INV003391,6,56.6,193.0,75689,True
INV003393,8,63.71,178.0,73545,True
INV003395,6,79.0,192.0,56160,True
INV003398,8,55.43,140.0,47267,True
INV003403,6,56.6,116.0,50522,True
INV003404,8,50.29,198.0,80637,True
INV003405,8,41.0,186.0,95007,True
INV003406,8,59.0,251.0,104922,True
INV003407,8,57.43,146.0,51571,True
INV003422,7,84.67,167.0,84910,True
INV003424,7,73.17,124.0,60522,True
INV003427,6,84.2,266.0,117717,True
INV003430,6,73.4,104.0,54715,True
INV003431,6,51.4,152.0,65461,True
INV003432,7,61.33,97.0,63809,True
INV003435,7,73.83,140.0,94339,True
INV003437,6,91.2,226.0,43627,True
INV003448,7,74.5,200.0,22057,True
INV003450,10,47.67,158.0,140759,True
INV003455,7,35.5,76.0,79732,True
INV003457,7,60.5,117.0,75273,True
INV003458,8,67.86,206.0,35913,True
INV003459,6,59.4,113.0,42636,True
INV003473,6,95.8,213.0,40058,True
INV003475,9,56.0,155.0,75542,True
INV003478,9,56.62,195.0,135853,True
INV003479,8,65.71,164.0,90730,True
INV003480,6,82.4,211.0,37752,True
INV003484,6,73.8,333.0,108256,True
INV003487,6,70.6,155.0,96051,True
INV003491,9,59.12,119.0,58181,True
INV003492,6,90.8,162.0,39990,True
INV003495,10,49.22,121.0,76439,True
INV003506,7,67.0,132.0,27834,True
INV003509,9,60.88,149.0,91824,True
INV003511,8,65.57,183.0,71560,True
INV003514,6,74.2,172.0,90699,True
INV003518,6,67.8,157.0,38843,True
INV003521,6,89.0,183.0,46547,True
INV003524,7,64.17,203.0,74739,True
INV003526,6,88.2,224.0,30478,True
INV003528,9,58.62,186.0,143222,True
INV003530,6,51.0,101.0,78084,True
INV003531,6,76.4,185.0,71480,True
INV003534,8,52.71,160.0,53508,True
INV003545,6,90.0,210.0,34569,True
INV003556,6,77.6,129.0,37784,True
INV003557,6,66.4,156.0,49343,True
INV003558,7,39.17,66.0,76056,True
INV003559,10,48.33,118.0,131836,True
INV003562,7,80.5,165.0,77371,True
INV003564,8,71.0,292.0,196080,True
INV003580,7,72.17,227.0,64406,True
INV003581,8,51.29,95.0,39296,True
INV003582,7,49.33,167.0,74240,True
INV003586,8,54.29,113.0,138874,True
INV003592,6,75.6,202.0,69765,True
INV003593,6,78.2,166.0,94754,True
INV003598,8,68.0,114.0,28496,True
INV003599,6,50.0,100.0,94188,True
INV003601,9,45.25,118.0,59029,True
INV003604,6,90.2,188.0,71928,True
INV003607,6,70.4,253.0,24597,True
INV003611,7,68.83,228.0,97349,True
INV003613,8,67.43,283.0,85140,True
INV003619,6,72.0,113.0,31477,True
INV003625,6,62.4,168.0,87326,True
INV003627,7,59.17,152.0,16009,True
INV003630,7,52.0,96.0,32857,True
INV003633,6,78.8,119.0,123491,True
INV003634,6,47.8,83.0,65193,True
INV003635,10,47.11,95.0,111446,True
INV003641,8,67.0,219.0,91123,True
INV003642,7,53.17,217.0,114117,True
INV003645,6,95.2,257.0,18205,True
INV003649,6,96.8,195.0,86339,True
INV003650,11,33.9,86.0,43669,False
INV003654,7,60.5,124.0,112702,True
INV003655,10,49.78,198.0,180197,True
INV003658,8,70.71,143.0,44354,True
INV003660,6,79.0,164.0,67446,True
INV003669,7,53.5,98.0,90038,True
INV003670,8,70.86,160.0,83061,True
INV003672,6,77.2,180.0,129739,True
INV003673,8,68.86,160.0,63876,True
INV003678,6,32.8,45.0,49783,False
INV003681,9,51.0,101.0,26004,True
INV003683,6,92.4,165.0,85416,True
INV003684,6,98.2,229.0,50536,True
INV003685,6,80.2,132.0,142912,True
INV003686,6,96.6,328.0,70889,True
INV003693,7,71.33,234.0,102514,True
INV003695,7,51.67,157.0,31236,True
INV003696,6,75.8,190.0,110522,True
INV003697,7,76.67,163.0,97774,True
INV003702,7,72.67,118.0,99074,True
INV003705,6,78.8,152.0,114828,True
INV003707,6,68.6,152.0,152934,True
INV003708,7,60.5,104.0,27823,True
INV003709,6,80.2,181.0,52354,True
INV003710,6,78.6,118.0,86512,True
INV003711,6,72.2,145.0,87930,True
INV003712,6,79.6,163.0,64551,True
INV003713,7,81.5,161.0,123416,True
INV003718,6,91.4,284.0,81262,True
INV003720,6,74.6,116.0,23110,True
INV003722,7,50.67,135.0,192710,True
INV003723,6,61.8,124.0,39630,True
INV003724,7,68.0,169.0,80168,True
INV003733,6,88.8,174.0,14893,True
INV003734,8,59.0,290.0,69855,True
INV003735,8,45.86,104.0,88089,True
INV003736,7,77.17,120.0,58959,True
INV003738,6,50.6,117.0,21307,True
INV003740,7,51.83,172.0,122048,True
INV003741,7,67.67,159.0,55275,True
INV003744,6,86.8,187.0,23676,True
INV003745,6,70.2,183.0,26414,True
INV003748,8,56.14,182.0,41447,True
INV003757,7,81.83,156.0,54152,True
INV003761,8,51.86,150.0,29681,True
INV003766,8,65.29,192.0,94475,True
INV003767,9,47.5,125.0,129327,True
INV003771,10,50.78,130.0,111757,True
INV003772,9,34.5,72.0,28922,False
INV003775,6,74.0,151.0,112218,True
INV003779,6,76.4,160.0,17001,True
INV003780,8,57.43,135.0,76001,True
INV003781,7,64.83,199.0,47391,True
INV003785,6,74.2,160.0,113979,True
INV003787,9,63.25,178.0,87076,True
INV003793,7,72.33,203.0,134386,True
INV003795,7,67.67,122.0,58273,True
INV003811,7,78.67,141.0,133025,True
INV003812,7,50.83,174.0,52802,True
INV003813,6,82.2,122.0,64566,True
INV003815,7,72.5,217.0,67344,True
INV003824,7,71.5,196.0,89175,True
INV003825,6,81.2,99.0,81324,True
INV003828,7,30.67,109.0,130613,False
INV003829,10,48.56,159.0,46819,True
INV003830,6,71.4,115.0,138223,True
INV003844,7,68.5,197.0,80033,True
INV003847,8,50.0,66.0,74501,True
INV003849,6,77.2,146.0,155813,True
INV003851,7,57.83,121.0,110621,True
INV003860,6,46.0,72.0,134277,True
INV003862,7,60.17,184.0,64749,True
INV003865,7,85.17,235.0,47194,True
INV003868,6,87.6,264.0,104999,True
INV003872,9,45.38,85.0,147109,True
INV003876,6,77.6,160.0,105794,True
INV003880,8,68.57,193.0,52016,True
INV003885,6,71.6,281.0,81864,True
INV003892,10,55.22,114.0,134271,True
INV003896,6,82.0,255.0,42369,True
INV003897,6,71.6,144.0,83553,True
INV003903,8,50.29,130.0,70037,True
INV003905,7,62.5,103.0,70428,True
INV003906,10,55.11,115.0,110358,True
INV003912,6,68.6,195.0,11911,True
INV003913,8,61.43,136.0,52158,True
INV003916,6,67.2,114.0,84860,True
INV003920,8,66.86,132.0,110581,True
INV003936,6,89.6,227.0,111274,True
INV003938,7,52.5,110.0,53978,True
INV003940,7,70.67,151.0,88836,True
INV003943,9,42.5,88.0,34838,True
INV003945,7,56.33,175.0,109342,True
INV003946,7,69.17,147.0,65153,True
INV003948,7,43.67,101.0,125023,True
INV003952,7,54.67,95.0,105758,True
INV003958,6,85.6,133.0,67157,True
INV003962,8,68.71,302.0,199896,True
INV003964,10,51.22,130.0,123334,True
INV003968,6,92.4,209.0,55226,True
INV003972,6,84.2,224.0,128157,True
INV003975,8,50.14,125.0,64647,True
INV003978,8,68.14,209.0,45310,True
INV003979,8,56.0,123.0,25613,True
INV003981,7,67.67,237.0,81844,True
INV003985,6,93.0,191.0,25396,True
INV003996,6,95.2,244.0,97507,True
INV004001,8,40.29,123.0,82786,True
INV004004,10,40.78,88.0,126080,True
INV004005,7,73.67,314.0,105889,True
INV004007,7,38.83,102.0,30426,True
INV004009,8,62.29,87.0,107439,True
INV004014,9,61.88,182.0,90606,True
INV004015,6,88.0,190.0,9734,True
INV004017,7,40.5,85.0,30279,True
INV004023,10,52.0,93.0,135403,True
INV004037,6,74.6,137.0,45922,True
INV004038,7,71.67,207.0,197810,True
INV004049,6,48.2,83.0,24571,True
INV004063,8,56.57,167.0,82106,True
INV004066,7,75.17,319.0,60661,True
INV004069,6,74.0,196.0,46504,True
INV004070,7,67.67,170.0,33039,True
INV004079,7,71.33,164.0,78640,True
INV004085,7,68.33,260.0,104748,True
INV004091,6,73.6,240.0,18538,True
INV004094,6,55.8,167.0,67103,True
INV004098,6,58.2,87.0,62582,True
INV004099,6,58.8,174.0,82312,True
INV004106,6,55.8,151.0,127689,True
INV004112,6,55.2,112.0,39234,True
INV004116,10,54.89,117.0,71428,True
INV004118,6,64.6,161.0,33694,True
INV004119,6,73.2,237.0,82689,True
INV004123,6,85.0,138.0,74440,True
INV004124,6,63.8,193.0,99942,True
INV004125,9,61.62,142.0,109430,True
INV004127,6,87.6,190.0,24949,True
INV004128,6,67.2,156.0,95704,True
INV004134,6,35.4,54.0,19310,True
INV004135,10,50.11,164.0,66097,True
INV004143,6,97.0,280.0,61426,True
INV004145,6,66.2,144.0,27711,True
INV004146,6,88.2,253.0,87690,True
INV004147,6,72.2,136.0,66900,True
INV004149,6,50.2,130.0,91943,True
INV004151,8,63.14,197.0,110790,True
INV004153,8,60.0,125.0,147218,True
INV004154,12,46.73,90.0,173527,True
INV004172,8,63.0,196.0,93496,True
INV004174,6,86.6,195.0,189509,True
INV004175,8,67.86,133.0,89272,True
INV004177,8,45.43,117.0,43904,True
INV004179,6,71.2,129.0,81566,True
INV004181,6,93.4,245.0,151759,True
INV004191,7,77.17,310.0,45090,True
INV004196,7,78.33,219.0,129129,True
INV004199,6,58.2,138.0,107979,True
INV004202,9,47.62,114.0,91560,True
INV004203,8,66.57,113.0,70384,True
INV004208,6,73.4,156.0,57000,True
INV004212,7,69.33,169.0,131156,True
INV004216,7,82.0,195.0,67522,True
INV004228,7,72.33,112.0,93293,True
INV004232,6,71.4,232.0,31031,True
INV004239,8,61.14,130.0,78887,True
INV004241,10,53.67,117.0,103788,True
INV004243,8,55.71,131.0,88380,True
INV004246,7,34.17,64.0,97439,False
INV004247,6,87.2,274.0,72050,True
INV004248,7,42.67,93.0,105673,True
INV004258,7,49.67,105.0,26892,True
INV004266,7,61.83,101.0,35786,True
INV004267,7,53.33,109.0,70239,True
INV004270,7,69.67,204.0,41505,True
INV004271,6,79.8,157.0,65605,True
INV004279,8,50.29,116.0,185997,True
INV004281,8,41.71,93.0,144759,True
INV004282,8,52.86,105.0,64136,True
INV004285,7,76.17,169.0,92708,True
INV004288,7,72.83,223.0,56841,True
INV004289,11,45.9,201.0,42501,True
INV004293,6,81.8,142.0,112638,True
INV004295,9,44.75,119.0,72695,True
INV004296,6,102.2,304.0,77419,True
INV004297,9,41.88,82.0,122117,True
INV004299,8,64.14,175.0,79344,True
INV004306,7,57.0,118.0,74056,True
INV004308,7,84.67,244.0,78626,True
INV004314,6,83.0,195.0,112485,True
INV004319,9,60.5,275.0,118001,True
INV004321,9,42.0,84.0,112711,True
INV004324,7,77.67,173.0,66304,True
INV004326,10,40.11,78.0,113261,True
INV004332,8,64.71,149.0,22464,True
INV004335,8,64.43,104.0,97637,True
INV004338,10,48.89,209.0,134505,True
INV004340,6,67.8,252.0,48935,True
INV004343,6,63.0,190.0,93065,True
INV004348,6,52.2,120.0,151261,True
INV004349,7,72.5,159.0,148067,True
INV004356,6,30.8,81.0,27375,False
INV004357,8,72.43,305.0,52555,True
INV004358,8,45.86,87.0,82583,True
INV004361,8,61.57,124.0,23906,True
INV004364,6,80.6,173.0,29363,True
INV004367,6,81.6,194.0,144139,True
INV004372,6,59.2,155.0,63764,True
INV004391,6,57.0,96.0,48086,True
INV004392,6,90.4,200.0,140197,True
INV004400,8,46.57,104.0,187490,True
INV004401,8,69.86,216.0,104242,True
INV004403,6,73.6,150.0,14286,True
INV004410,11,40.9,138.0,80237,True
INV004411,6,61.0,111.0,72503,True
INV004412,7,82.33,173.0,52390,True
INV004413,8,69.0,142.0,86246,True
INV004414,8,53.86,176.0,102062,True
INV004421,6,90.8,221.0,74958,True
INV004427,11,50.8,125.0,121193,True
INV004434,6,84.6,156.0,79432,True
INV004446,6,65.8,170.0,58236,True
INV004447,7,49.83,129.0,111566,True
INV004450,6,61.6,153.0,134333,True
INV004451,6,84.0,137.0,88776,True
INV004452,7,81.0,180.0,122309,True
INV004454,6,98.4,311.0,64506,True
INV004455,6,50.0,105.0,21070,True
INV004457,6,81.4,188.0,76498,True
INV004459,7,53.83,141.0,73438,True
INV004460,9,42.5,93.0,22621,True
INV004463,6,94.8,211.0,77554,True
INV004464,7,62.5,142.0,40228,True
INV004468,7,76.83,154.0,84516,True
INV004472,7,50.67,156.0,33126,True
INV004473,7,73.33,152.0,39115,True
INV004475,7,67.83,87.0,82023,True
INV004477,8,58.71,180.0,32359,True
INV004484,6,61.6,182.0,55149,True
INV004502,7,74.5,165.0,66742,True
INV004504,8,55.14,247.0,132537,True
INV004511,6,37.2,89.0,43556,True
INV004517,6,86.6,185.0,23579,True
INV004521,7,54.5,76.0,106363,True
INV004523,6,87.2,127.0,50318,True
INV004528,7,54.0,149.0,138706,True
INV004531,8,60.0,159.0,185354,True
INV004533,7,55.0,118.0,125539,True
INV004542,7,34.0,59.0,59894,False
INV004547,7,67.5,165.0,31048,True
INV004555,8,53.14,151.0,111824,True
INV004560,9,48.38,107.0,83591,True
INV004562,6,83.8,158.0,22466,True
INV004563,7,64.83,211.0,31702,True
INV004574,8,54.57,116.0,74831,True
INV004576,6,63.0,132.0,20595,True
INV004579,8,43.86,77.0,26842,True
INV004581,8,72.14,234.0,22116,True
INV004589,6,71.4,225.0,114379,True
INV004594,8,59.14,122.0,84370,True
INV004598,6,84.2,195.0,57630,True
INV004602,9,59.62,242.0,105254,True
INV004607,8,56.0,214.0,50699,True
INV004608,8,55.0,96.0,54558,True
INV004611,7,51.17,217.0,141572,True
INV004614,6,79.6,117.0,64197,True
INV004617,9,39.25,83.0,110799,True
INV004621,9,54.25,203.0,102050,True
INV004625,6,96.4,246.0,78521,True
INV004629,8,64.57,175.0,146298,True
INV004630,9,50.62,95.0,110756,True
INV004631,8,64.71,109.0,69846,True
INV004633,7,78.17,189.0,67555,True
INV004635,7,58.67,142.0,85919,True
INV004636,6,75.6,160.0,130293,True
INV004638,7,54.33,110.0,62637,True
INV004640,7,68.33,202.0,41628,True
INV004641,6,67.8,105.0,64235,True
INV004642,6,54.8,232.0,80404,True
INV004643,6,50.6,101.0,119017,True
INV004646,7,64.5,158.0,73768,True
INV004647,7,70.67,138.0,39400,True
INV004650,6,80.8,143.0,52840,True
INV004661,8,69.71,181.0,73293,True
INV004665,6,83.4,137.0,28833,True
INV004672,7,72.0,127.0,96541,True
INV004680,7,47.17,155.0,22796,True
INV004682,9,42.25,105.0,189171,True
INV004688,6,77.6,181.0,25122,True
INV004692,6,83.6,190.0,68610,True
INV004701,7,20.0,82.0,40757,False
INV004704,6,93.8,141.0,86091,True
INV004712,8,48.57,84.0,119402,True
INV004715,7,56.83,169.0,95968,True
INV004716,7,74.0,197.0,67590,True
INV004737,10,54.56,120.0,96021,True
INV004738,6,93.2,148.0,47110,True
INV004741,7,72.33,157.0,75811,True
INV004753,6,61.4,87.0,55874,True
INV004755,7,61.17,181.0,46605,True
INV004761,6,71.4,139.0,42001,True
INV004763,7,83.5,184.0,49983,True
INV004764,6,83.0,144.0,35426,True
INV004770,8,72.86,146.0,133901,True
INV004776,9,57.38,145.0,81198,True
INV004780,7,69.5,154.0,69763,True
INV004785,7,66.17,248.0,54819,True
INV004787,7,72.33,140.0,59162,True
INV004798,7,53.67,106.0,63589,True
INV004804,6,79.2,137.0,105080,True
INV004805,7,44.67,92.0,90625,True
INV004807,8,36.86,86.0,33686,True
INV004813,6,62.0,253.0,82203,True
INV004819,7,62.0,120.0,16931,True
INV004825,7,70.0,141.0,49187,True
INV004833,6,65.4,171.0,58795,True
INV004834,9,38.62,106.0,172198,True
INV004840,7,41.0,103.0,22257,True
INV004843,8,50.86,153.0,74856,True
INV004844,7,66.67,118.0,25433,True
INV004845,6,81.8,197.0,90582,True
INV004847,7,73.5,281.0,51384,True
INV004848,9,54.12,166.0,116418,True
INV004860,6,78.4,189.0,42106,True
INV004863,7,68.0,220.0,35988,True
INV004864,8,43.29,114.0,85458,True
INV004865,7,76.33,143.0,103440,True
INV004868,8,56.0,226.0,125207,True
INV004871,8,69.14,170.0,163615,True
INV004877,7,80.5,276.0,74162,True
INV004889,7,70.67,159.0,65286,True
INV004891,8,55.86,128.0,122650,True
INV004896,6,79.4,252.0,125806,True
INV004901,6,54.6,96.0,148100,True
INV004911,7,63.67,97.0,86745,True
INV004913,6,87.0,156.0,93099,True
INV004916,7,75.5,162.0,93354,True
INV004917,7,51.0,77.0,108261,True
INV004924,9,59.75,116.0,166708,True
INV004925,7,70.83,105.0,51377,True
INV004926,8,66.29,133.0,93001,True
INV004927,7,34.17,63.0,95667,False
INV004947,6,45.0,75.0,52036,True
INV004953,7,67.17,138.0,50981,True
INV004956,8,59.14,155.0,51297,True
INV004958,7,73.17,135.0,146343,True
INV004959,6,68.6,193.0,32047,True
INV004967,6,63.2,112.0,35869,True
INV004973,9,55.0,99.0,90235,True
INV004974,8,52.43,102.0,87162,True
INV004978,7,63.83,157.0,88463,True
INV004981,8,49.14,115.0,53117,True
INV004983,7,57.67,128.0,172616,True
INV004984,7,75.33,177.0,94301,True
INV004986,7,81.33,185.0,68422,True
INV004992,7,81.5,176.0,71260,True
INV004996,10,46.33,104.0,84912,True
INV004997,7,71.0,248.0,128346,True
