investor_id,sip_count,first_sip_date,latest_sip_date,total_sip_amount,avg_sip_amount,avg_gap_days,max_gap_days,std_gap_days,is_at_risk,retention_status
INV000979,6,2024-04-08,2025-05-12,141450,23575.0,79.8,115.0,21.3,True,At-Risk
INV000980,8,2024-04-26,2025-03-03,208518,26064.75,44.43,121.0,35.94,True,At-Risk
INV000981,6,2024-09-11,2025-05-21,68442,11407.0,50.4,104.0,41.57,True,At-Risk
INV000986,7,2024-02-28,2025-02-27,166388,23769.71,60.83,182.0,64.7,True,At-Risk
INV000994,6,2024-02-20,2025-01-04,55817,9302.83,63.8,167.0,59.23,True,At-Risk
INV001001,8,2024-02-15,2025-04-12,67731,8466.38,60.29,137.0,50.9,True,At-Risk
INV001002,7,2024-04-01,2024-12-07,38098,5442.57,41.67,85.0,35.45,True,At-Risk
INV001005,6,2024-02-07,2025-05-20,74535,12422.5,93.6,206.0,68.34,True,At-Risk
INV001008,7,2024-02-16,2025-03-10,63227,9032.43,64.67,191.0,68.94,True,At-Risk
INV001013,6,2024-01-09,2025-05-07,81838,13639.67,96.8,164.0,61.34,True,At-Risk
INV001017,6,2024-03-18,2025-02-16,27846,4641.0,67.0,142.0,58.73,True,At-Risk
INV001019,9,2024-02-19,2025-02-12,62583,6953.67,44.88,180.0,57.74,True,At-Risk
INV001021,7,2024-01-08,2025-02-23,54295,7756.43,68.67,186.0,66.94,True,At-Risk
INV001023,8,2024-01-01,2025-05-22,38036,4754.5,72.43,202.0,80.13,True,At-Risk
INV001025,6,2024-07-19,2025-01-29,77009,12834.83,38.8,76.0,27.87,True,At-Risk
INV001026,6,2024-02-04,2025-01-16,51600,8600.0,69.4,132.0,45.4,True,At-Risk
INV001037,10,2024-02-26,2025-03-10,73922,7392.2,42.0,86.0,32.02,True,At-Risk
INV001039,6,2024-04-10,2025-03-07,19840,3306.67,66.2,187.0,68.89,True,At-Risk
INV001041,7,2024-01-01,2025-05-13,72624,10374.86,83.0,195.0,77.56,True,At-Risk
INV001047,7,2024-04-24,2025-05-26,52894,7556.29,66.17,142.0,57.33,True,At-Risk
INV001048,8,2024-03-19,2025-02-11,36491,4561.38,47.0,84.0,29.3,True,At-Risk
INV001051,8,2024-04-02,2025-04-16,57451,7181.38,54.14,139.0,44.28,True,At-Risk
INV001053,8,2024-02-18,2025-03-15,46140,5767.5,55.86,116.0,43.06,True,At-Risk
INV001055,6,2024-01-14,2025-04-24,77109,12851.5,93.2,177.0,58.8,True,At-Risk
INV001060,9,2024-01-19,2025-03-21,113690,12632.22,53.38,89.0,32.28,True,At-Risk
INV001061,9,2024-02-19,2025-04-03,99794,11088.22,51.12,141.0,50.61,True,At-Risk
INV001063,8,2024-02-17,2024-12-16,30795,3849.38,43.29,120.0,37.85,True,At-Risk
INV001064,9,2024-01-09,2025-04-29,151648,16849.78,59.5,160.0,61.91,True,At-Risk
INV001069,8,2024-06-02,2025-03-18,96230,12028.75,41.29,98.0,33.08,True,At-Risk
INV001070,6,2024-01-05,2025-05-04,103923,17320.5,97.0,329.0,133.15,True,At-Risk
INV001092,7,2024-02-04,2025-05-13,75632,10804.57,77.33,186.0,57.07,True,At-Risk
INV001099,8,2024-07-28,2025-01-27,135739,16967.38,26.14,63.0,26.17,False,Healthy Cadence
INV001102,7,2024-02-06,2025-01-03,87539,12505.57,55.33,87.0,25.81,True,At-Risk
INV001115,6,2024-03-07,2025-04-18,51387,8564.5,81.4,290.0,117.56,True,At-Risk
INV001116,9,2024-02-17,2025-05-27,74728,8303.11,58.12,194.0,62.74,True,At-Risk
INV001117,8,2024-02-23,2025-04-30,53882,6735.25,61.71,137.0,42.8,True,At-Risk
INV001130,7,2024-02-08,2025-05-14,139695,19956.43,76.83,131.0,33.13,True,At-Risk
INV001137,7,2024-02-29,2025-02-05,35691,5098.71,57.0,120.0,46.18,True,At-Risk
INV001140,6,2024-04-29,2025-02-25,39628,6604.67,60.4,125.0,59.08,True,At-Risk
INV001141,6,2024-01-27,2025-05-29,34460,5743.33,97.6,132.0,27.84,True,At-Risk
INV001142,7,2024-04-27,2025-01-09,60116,8588.0,42.83,106.0,45.97,True,At-Risk
INV001156,6,2024-01-02,2025-05-28,51977,8662.83,102.4,175.0,68.58,True,At-Risk
INV001160,8,2024-04-02,2025-05-10,45043,5630.38,57.57,99.0,26.3,True,At-Risk
INV001161,6,2024-01-23,2025-03-01,146262,24377.0,80.6,159.0,52.52,True,At-Risk
INV001163,7,2024-01-30,2025-03-09,33877,4839.57,67.33,255.0,96.84,True,At-Risk
INV001167,6,2024-01-03,2025-04-28,78024,13004.0,96.2,207.0,90.73,True,At-Risk
INV001170,6,2024-03-03,2025-02-07,70673,11778.83,68.2,119.0,53.56,True,At-Risk
INV001173,6,2024-05-28,2025-04-28,58382,9730.33,67.0,146.0,57.61,True,At-Risk
INV001178,7,2024-01-31,2025-05-23,37864,5409.14,79.67,140.0,35.13,True,At-Risk
INV001180,6,2024-03-30,2025-04-06,104216,17369.33,74.4,198.0,72.82,True,At-Risk
INV001181,8,2024-02-12,2025-05-29,91218,11402.25,67.43,163.0,51.91,True,At-Risk
INV001190,6,2024-01-04,2025-05-03,45744,7624.0,97.0,198.0,64.65,True,At-Risk
INV001195,8,2024-03-16,2025-03-25,127687,15960.88,53.43,167.0,73.98,True,At-Risk
INV001196,6,2024-02-20,2025-05-26,61840,10306.67,92.2,169.0,58.19,True,At-Risk
INV001202,8,2024-04-09,2025-05-20,54919,6864.88,58.0,103.0,24.39,True,At-Risk
INV001206,6,2024-04-05,2025-05-28,76395,12732.5,83.6,190.0,75.43,True,At-Risk
INV001208,7,2024-03-13,2025-01-18,68466,9780.86,51.83,107.0,39.19,True,At-Risk
INV001210,9,2024-03-04,2024-12-24,84090,9343.33,36.88,93.0,33.41,True,At-Risk
INV001217,8,2024-02-29,2025-04-25,99061,12382.62,60.14,205.0,72.8,True,At-Risk
INV001219,8,2024-03-04,2025-02-23,90473,11309.12,50.86,118.0,46.2,True,At-Risk
INV001220,7,2024-01-08,2025-04-15,18410,2630.0,77.17,104.0,29.15,True,At-Risk
INV001223,7,2024-01-27,2025-03-27,81600,11657.14,70.83,175.0,56.1,True,At-Risk
INV001234,8,2024-01-27,2025-03-26,91103,11387.88,60.57,119.0,35.55,True,At-Risk
INV001235,9,2024-02-03,2025-05-20,125966,13996.22,59.0,161.0,56.39,True,At-Risk
INV001237,6,2024-01-18,2025-05-22,66778,11129.67,98.0,182.0,66.5,True,At-Risk
INV001238,7,2024-03-27,2025-05-12,45560,6508.57,68.5,220.0,83.34,True,At-Risk
INV001242,6,2024-01-19,2025-01-02,26658,4443.0,69.8,128.0,46.52,True,At-Risk
INV001251,6,2024-02-11,2025-03-27,142919,23819.83,82.0,223.0,83.53,True,At-Risk
INV001262,7,2024-07-06,2025-04-01,135943,19420.43,44.83,116.0,45.79,True,At-Risk
INV001274,7,2024-03-06,2025-05-20,56609,8087.0,73.33,161.0,60.53,True,At-Risk
INV001275,7,2024-02-11,2025-03-17,51676,7382.29,66.67,140.0,58.49,True,At-Risk
INV001282,6,2024-06-18,2025-05-19,50374,8395.67,67.0,196.0,73.25,True,At-Risk
INV001287,6,2024-01-09,2025-04-14,74519,12419.83,92.2,157.0,59.55,True,At-Risk
INV001288,7,2024-04-08,2025-01-07,127240,18177.14,45.67,148.0,54.25,True,At-Risk
INV001291,6,2024-03-27,2025-04-12,118076,19679.33,76.2,181.0,67.17,True,At-Risk
INV001295,9,2024-01-05,2025-02-14,66843,7427.0,50.75,165.0,50.28,True,At-Risk
INV001298,7,2024-03-14,2025-05-19,13160,1880.0,71.83,158.0,59.8,True,At-Risk
INV001299,9,2024-02-26,2025-04-11,67906,7545.11,51.25,121.0,35.6,True,At-Risk
INV001304,6,2024-01-06,2025-05-08,127605,21267.5,97.6,177.0,58.82,True,At-Risk
INV001308,9,2024-01-29,2025-04-10,145248,16138.67,54.62,147.0,43.03,True,At-Risk
INV001310,6,2024-02-03,2025-03-15,48861,8143.5,81.2,232.0,86.03,True,At-Risk
INV001314,10,2024-02-03,2025-05-02,196028,19602.8,50.44,130.0,39.48,True,At-Risk
INV001315,7,2024-02-09,2024-12-16,62854,8979.14,51.83,124.0,56.38,True,At-Risk
INV001316,6,2024-02-05,2025-05-12,14835,2472.5,92.4,198.0,92.48,True,At-Risk
INV001317,6,2024-01-24,2025-03-23,29592,4932.0,84.8,162.0,68.33,True,At-Risk
INV001318,10,2024-01-27,2025-03-18,112663,11266.3,46.22,150.0,53.73,True,At-Risk
INV001326,8,2024-01-29,2025-05-29,103082,12885.25,69.43,182.0,65.95,True,At-Risk
INV001329,6,2024-03-22,2025-02-26,60331,10055.17,68.2,97.0,26.19,True,At-Risk
INV001331,6,2024-01-04,2025-04-19,31343,5223.83,94.2,202.0,63.22,True,At-Risk
INV001332,7,2024-02-03,2025-05-28,56992,8141.71,80.0,179.0,72.84,True,At-Risk
INV001333,7,2024-01-08,2025-04-24,11779,1682.71,78.67,185.0,71.07,True,At-Risk
INV001336,8,2024-02-10,2025-05-16,94852,11856.5,65.86,198.0,70.42,True,At-Risk
INV001348,7,2024-03-07,2024-12-19,91022,13003.14,47.83,121.0,37.79,True,At-Risk
INV001351,7,2024-01-26,2025-03-24,146308,20901.14,70.5,208.0,75.04,True,At-Risk
INV001355,6,2024-06-03,2025-03-31,41992,6998.67,60.2,187.0,78.15,True,At-Risk
INV001356,6,2024-03-05,2025-04-05,39847,6641.17,79.2,191.0,72.6,True,At-Risk
INV001359,7,2024-03-10,2025-05-19,109856,15693.71,72.5,313.0,118.56,True,At-Risk
INV001361,7,2024-01-28,2024-11-26,99669,14238.43,50.5,103.0,39.15,True,At-Risk
INV001367,6,2024-01-03,2025-05-12,71798,11966.33,99.0,222.0,83.05,True,At-Risk
INV001375,7,2024-02-04,2025-05-20,46716,6673.71,78.5,176.0,59.83,True,At-Risk
INV001376,7,2024-01-15,2025-05-01,66059,9437.0,78.67,181.0,76.9,True,At-Risk
INV001383,8,2024-02-26,2025-03-25,80080,10010.0,56.14,117.0,32.7,True,At-Risk
INV001387,9,2024-02-01,2025-05-04,111470,12385.56,57.25,130.0,43.29,True,At-Risk
INV001394,8,2024-02-06,2025-04-26,127115,15889.38,63.57,171.0,64.92,True,At-Risk
INV001400,6,2024-01-01,2025-01-19,111893,18648.83,76.8,266.0,107.74,True,At-Risk
INV001401,6,2024-04-15,2025-03-24,39421,6570.17,68.6,197.0,73.89,True,At-Risk
INV001406,10,2024-03-12,2025-05-15,71494,7149.4,47.67,202.0,62.89,True,At-Risk
INV001407,6,2024-01-08,2024-08-21,49474,8245.67,45.2,141.0,53.94,True,At-Risk
INV001415,8,2024-01-17,2025-05-08,48063,6007.88,68.14,173.0,55.5,True,At-Risk
INV001418,6,2024-01-31,2025-04-18,27688,4614.67,88.6,187.0,71.97,True,At-Risk
INV001419,6,2024-01-11,2025-03-15,67428,11238.0,85.8,137.0,40.06,True,At-Risk
INV001423,8,2024-02-03,2025-01-08,64384,8048.0,48.57,105.0,43.3,True,At-Risk
INV001428,6,2024-04-17,2025-05-19,72032,12005.33,79.4,174.0,56.6,True,At-Risk
INV001432,6,2024-02-14,2025-02-05,22656,3776.0,71.4,175.0,70.68,True,At-Risk
INV001434,6,2024-04-09,2025-05-17,73116,12186.0,80.6,178.0,71.34,True,At-Risk
INV001442,9,2024-02-21,2025-05-23,67217,7468.56,57.12,238.0,76.77,True,At-Risk
INV001454,7,2024-01-03,2025-03-16,37667,5381.0,73.0,176.0,75.91,True,At-Risk
INV001455,8,2024-01-10,2025-04-07,47113,5889.12,64.71,153.0,52.73,True,At-Risk
INV001457,6,2024-01-21,2024-08-27,85947,14324.5,43.8,63.0,15.5,True,At-Risk
INV001458,7,2024-02-01,2025-01-25,78518,11216.86,59.83,101.0,34.67,True,At-Risk
INV001466,6,2024-02-25,2024-10-05,102555,17092.5,44.6,82.0,33.78,True,At-Risk
INV001472,6,2024-01-10,2025-02-08,119937,19989.5,79.0,141.0,60.45,True,At-Risk
INV001482,6,2024-04-10,2025-05-18,84250,14041.67,80.6,280.0,113.33,True,At-Risk
INV001485,9,2024-02-05,2025-04-20,113230,12581.11,55.0,150.0,45.89,True,At-Risk
INV001491,6,2024-01-07,2025-05-15,37904,6317.33,98.8,260.0,97.27,True,At-Risk
INV001497,9,2024-01-01,2025-05-19,77902,8655.78,63.0,138.0,51.32,True,At-Risk
INV001504,9,2024-03-21,2025-05-29,131804,14644.89,54.25,134.0,42.31,True,At-Risk
INV001507,6,2024-02-01,2025-04-07,24004,4000.67,86.2,167.0,49.52,True,At-Risk
INV001510,7,2024-03-05,2025-04-10,113185,16169.29,66.83,124.0,46.49,True,At-Risk
INV001514,7,2024-02-27,2025-01-03,150056,21436.57,51.83,72.0,10.11,True,At-Risk
INV001516,6,2024-07-31,2025-05-11,106727,17787.83,56.8,85.0,34.99,True,At-Risk
INV001526,6,2024-02-17,2024-10-26,45632,7605.33,50.4,134.0,53.28,True,At-Risk
INV001530,7,2024-01-14,2025-02-05,18100,2585.71,64.67,122.0,36.63,True,At-Risk
INV001532,7,2024-03-07,2025-02-11,82757,11822.43,56.83,101.0,36.21,True,At-Risk
INV001536,7,2024-01-04,2025-02-21,108107,15443.86,69.0,189.0,75.21,True,At-Risk
INV001545,6,2024-01-29,2025-05-07,85986,14331.0,92.8,208.0,83.65,True,At-Risk
INV001547,7,2024-02-28,2025-05-06,75405,10772.14,72.17,119.0,40.6,True,At-Risk
INV001548,6,2024-03-20,2025-04-27,71244,11874.0,80.6,197.0,72.51,True,At-Risk
INV001550,7,2024-02-01,2025-05-20,85924,12274.86,79.0,191.0,67.77,True,At-Risk
INV001551,6,2024-07-01,2025-05-06,18205,3034.17,61.8,131.0,40.52,True,At-Risk
INV001562,10,2024-03-01,2025-04-03,66556,6655.6,44.22,146.0,42.92,True,At-Risk
INV001564,8,2024-03-23,2025-04-17,74288,9286.0,55.71,157.0,50.39,True,At-Risk
INV001569,6,2024-03-03,2025-04-24,84525,14087.5,83.4,314.0,131.48,True,At-Risk
INV001579,7,2024-01-04,2025-03-29,133855,19122.14,75.0,193.0,67.17,True,At-Risk
INV001580,7,2024-07-23,2025-04-23,85427,12203.86,45.67,119.0,38.53,True,At-Risk
INV001585,6,2024-04-12,2025-01-20,61091,10181.83,56.6,182.0,74.05,True,At-Risk
INV001587,7,2024-04-10,2025-05-05,72452,10350.29,65.0,144.0,53.77,True,At-Risk
INV001597,7,2024-06-19,2025-05-21,99091,14155.86,56.0,165.0,58.47,True,At-Risk
INV001599,6,2024-01-15,2024-11-01,52681,8780.17,58.2,133.0,48.28,True,At-Risk
INV001602,6,2024-01-07,2025-04-20,66310,11051.67,93.8,294.0,112.47,True,At-Risk
INV001603,7,2024-02-06,2024-12-29,64051,9150.14,54.5,93.0,22.79,True,At-Risk
INV001605,8,2024-01-08,2025-03-07,161888,20236.0,60.57,136.0,53.45,True,At-Risk
INV001606,7,2024-04-08,2025-05-19,95656,13665.14,67.67,148.0,57.5,True,At-Risk
INV001616,9,2024-01-29,2025-03-28,153361,17040.11,53.0,117.0,42.22,True,At-Risk
INV001623,6,2024-01-27,2025-05-01,62993,10498.83,92.0,188.0,66.85,True,At-Risk
INV001625,6,2024-02-16,2025-02-10,15000,2500.0,72.0,209.0,77.24,True,At-Risk
INV001628,8,2024-05-27,2025-05-24,111394,13924.25,51.71,139.0,52.26,True,At-Risk
INV001629,7,2024-03-28,2025-05-07,34149,4878.43,67.5,82.0,12.85,True,At-Risk
INV001631,6,2024-07-04,2025-04-15,9317,1552.83,57.0,101.0,27.08,True,At-Risk
INV001636,9,2024-01-05,2025-01-30,35935,3992.78,48.88,159.0,51.4,True,At-Risk
INV001641,6,2024-01-19,2025-04-05,77129,12854.83,88.4,168.0,55.14,True,At-Risk
INV001644,6,2024-05-04,2025-03-28,123765,20627.5,65.6,89.0,26.57,True,At-Risk
INV001645,6,2024-03-15,2025-02-16,48283,8047.17,67.6,202.0,78.39,True,At-Risk
INV001649,10,2024-02-07,2025-05-17,113458,11345.8,51.67,120.0,43.8,True,At-Risk
INV001651,7,2024-01-05,2025-04-21,162293,23184.71,78.67,130.0,52.27,True,At-Risk
INV001653,6,2024-02-18,2024-11-20,76639,12773.17,55.2,94.0,49.53,True,At-Risk
INV001654,7,2024-02-17,2025-01-18,108816,15545.14,56.0,137.0,46.7,True,At-Risk
INV001656,8,2024-02-18,2025-04-12,78037,9754.62,59.86,246.0,82.86,True,At-Risk
INV001662,6,2024-01-22,2024-11-18,67445,11240.83,60.2,147.0,71.77,True,At-Risk
INV001672,9,2024-03-30,2024-12-27,90532,10059.11,34.0,130.0,44.15,False,Healthy Cadence
INV001673,11,2024-01-11,2025-05-18,81749,7431.73,49.3,181.0,54.91,True,At-Risk
INV001680,9,2024-01-10,2025-04-25,47015,5223.89,58.88,200.0,74.32,True,At-Risk
INV001683,7,2024-03-08,2025-05-17,80088,11441.14,72.5,186.0,60.09,True,At-Risk
INV001689,6,2024-03-25,2025-05-17,59823,9970.5,83.6,153.0,53.26,True,At-Risk
INV001690,7,2024-01-14,2025-05-15,62532,8933.14,81.17,114.0,33.21,True,At-Risk
INV001691,6,2024-03-15,2025-04-29,40648,6774.67,82.0,254.0,98.66,True,At-Risk
INV001694,8,2024-02-05,2025-05-13,146945,18368.12,66.14,144.0,52.17,True,At-Risk
INV001697,9,2024-01-08,2025-05-22,118132,13125.78,62.5,287.0,91.59,True,At-Risk
INV001699,6,2024-01-02,2025-02-21,103956,17326.0,83.2,183.0,81.24,True,At-Risk
INV001709,6,2024-01-10,2024-09-25,50259,8376.5,51.8,84.0,29.39,True,At-Risk
INV001711,7,2024-03-13,2025-04-12,26390,3770.0,65.83,189.0,73.43,True,At-Risk
INV001712,6,2024-03-29,2025-02-25,66274,11045.67,66.6,144.0,56.94,True,At-Risk
INV001715,8,2024-01-31,2025-05-23,103613,12951.62,68.29,188.0,64.51,True,At-Risk
INV001718,6,2024-02-09,2025-04-04,151909,25318.17,84.0,237.0,94.57,True,At-Risk
INV001724,7,2024-02-18,2025-04-11,87580,12511.43,69.67,134.0,39.45,True,At-Risk
INV001728,8,2024-01-15,2025-01-03,142998,17874.75,50.57,131.0,39.3,True,At-Risk
INV001737,7,2024-02-08,2025-01-14,103141,14734.43,56.83,191.0,69.85,True,At-Risk
INV001738,9,2024-02-24,2025-03-10,157288,17476.44,47.5,153.0,46.02,True,At-Risk
INV001739,9,2024-02-28,2025-04-23,113721,12635.67,52.5,96.0,26.35,True,At-Risk
INV001741,6,2024-02-14,2025-05-06,94729,15788.17,89.4,260.0,102.55,True,At-Risk
INV001744,7,2024-01-11,2025-04-26,84479,12068.43,78.5,155.0,46.13,True,At-Risk
INV001752,7,2024-02-25,2025-04-16,50982,7283.14,69.33,170.0,61.66,True,At-Risk
INV001753,11,2024-03-07,2025-05-09,111704,10154.91,42.8,128.0,38.06,True,At-Risk
INV001757,8,2024-04-01,2025-04-25,16121,2015.12,55.57,121.0,41.64,True,At-Risk
INV001759,10,2024-02-17,2025-05-08,108215,10821.5,49.56,126.0,41.56,True,At-Risk
INV001769,6,2024-01-03,2025-05-07,28957,4826.17,98.0,166.0,66.02,True,At-Risk
INV001772,6,2024-01-21,2025-05-10,113146,18857.67,95.0,184.0,72.33,True,At-Risk
INV001775,8,2024-10-12,2025-05-04,92864,11608.0,29.14,65.0,21.04,False,Healthy Cadence
INV001777,9,2024-01-27,2025-05-02,115340,12815.56,57.62,156.0,56.72,True,At-Risk
INV001778,8,2024-01-10,2025-03-30,54721,6840.12,63.57,283.0,97.13,True,At-Risk
INV001797,7,2024-02-07,2025-05-30,45355,6479.29,79.67,132.0,45.33,True,At-Risk
INV001800,7,2024-01-15,2024-11-08,100392,14341.71,49.67,132.0,46.2,True,At-Risk
INV001802,7,2024-05-02,2025-05-07,99376,14196.57,61.67,151.0,45.04,True,At-Risk
INV001803,6,2024-05-25,2025-03-16,29638,4939.67,59.0,127.0,53.46,True,At-Risk
INV001804,8,2024-02-06,2025-03-03,97734,12216.75,55.86,126.0,47.31,True,At-Risk
INV001806,8,2024-01-04,2025-02-27,98260,12282.5,60.0,209.0,76.12,True,At-Risk
INV001809,6,2024-01-21,2025-05-13,66937,11156.17,95.6,249.0,91.7,True,At-Risk
INV001811,9,2024-03-04,2025-05-12,234390,26043.33,54.25,196.0,70.92,True,At-Risk
INV001822,6,2024-03-16,2024-06-23,43103,7183.83,19.8,43.0,15.3,False,Healthy Cadence
INV001823,8,2024-01-25,2025-03-07,30886,3860.75,58.14,172.0,57.94,True,At-Risk
INV001826,6,2024-02-25,2024-11-07,43001,7166.83,51.2,128.0,43.61,True,At-Risk
INV001828,8,2024-01-23,2024-11-29,57282,7160.25,44.43,91.0,29.97,True,At-Risk
INV001831,6,2024-03-03,2025-03-02,47766,7961.0,72.8,181.0,68.74,True,At-Risk
INV001837,7,2024-03-15,2025-03-27,75034,10719.14,62.83,157.0,64.7,True,At-Risk
INV001841,6,2024-06-21,2025-03-29,48729,8121.5,56.2,129.0,59.35,True,At-Risk
INV001853,8,2024-02-20,2025-01-17,158089,19761.12,47.43,95.0,33.23,True,At-Risk
INV001858,8,2024-04-05,2025-04-26,111198,13899.75,55.14,261.0,91.1,True,At-Risk
INV001865,7,2024-01-11,2025-01-26,37490,5355.71,63.5,145.0,45.82,True,At-Risk
INV001866,6,2024-02-27,2024-12-17,52342,8723.67,58.8,117.0,45.14,True,At-Risk
INV001870,7,2024-01-06,2025-04-06,151119,21588.43,76.0,164.0,62.42,True,At-Risk
INV001871,7,2024-01-26,2024-12-21,104709,14958.43,55.0,101.0,39.58,True,At-Risk
INV001883,6,2024-01-16,2025-05-26,16745,2790.83,99.2,203.0,82.42,True,At-Risk
INV001885,6,2024-03-05,2025-02-24,16314,2719.0,71.2,128.0,53.17,True,At-Risk
INV001886,9,2024-03-17,2025-04-27,73898,8210.89,50.75,129.0,54.94,True,At-Risk
INV001890,6,2024-01-02,2025-05-29,7890,1315.0,102.6,207.0,75.26,True,At-Risk
INV001891,6,2024-02-03,2025-05-30,22169,3694.83,96.4,261.0,119.03,True,At-Risk
INV001909,8,2024-02-21,2025-05-01,77716,9714.5,62.14,121.0,47.22,True,At-Risk
INV001912,6,2024-01-16,2025-03-23,72585,12097.5,86.4,256.0,99.85,True,At-Risk
INV001920,7,2024-09-02,2025-04-24,111406,15915.14,39.0,76.0,19.86,True,At-Risk
INV001921,8,2024-01-28,2025-05-22,94294,11786.75,68.57,225.0,75.71,True,At-Risk
INV001923,7,2024-01-06,2025-05-04,42011,6001.57,80.67,106.0,30.18,True,At-Risk
INV001924,7,2024-01-06,2024-12-26,95896,13699.43,59.17,119.0,35.83,True,At-Risk
INV001927,6,2024-05-22,2025-03-12,42729,7121.5,58.8,91.0,19.46,True,At-Risk
INV001929,6,2024-06-26,2025-05-23,67484,11247.33,66.2,242.0,100.06,True,At-Risk
INV001937,8,2024-03-30,2025-05-27,52043,6505.38,60.43,253.0,85.93,True,At-Risk
INV001938,9,2024-04-22,2025-04-01,46935,5215.0,43.0,112.0,39.27,True,At-Risk
INV001943,6,2024-02-26,2025-03-04,63792,10632.0,74.4,171.0,69.05,True,At-Risk
INV001950,7,2024-05-24,2025-05-20,88383,12626.14,60.17,134.0,45.6,True,At-Risk
INV001951,7,2024-04-26,2025-04-14,39840,5691.43,58.83,124.0,43.46,True,At-Risk
INV001954,6,2024-02-06,2025-04-15,38164,6360.67,86.8,273.0,109.08,True,At-Risk
INV001955,6,2024-02-15,2025-03-01,80106,13351.0,76.0,199.0,70.45,True,At-Risk
INV001961,6,2024-01-07,2025-02-27,87250,14541.67,83.4,234.0,88.17,True,At-Risk
INV001969,6,2024-01-15,2025-02-14,22578,3763.0,79.2,163.0,66.89,True,At-Risk
INV001971,8,2024-04-11,2025-04-29,96207,12025.88,54.71,87.0,32.36,True,At-Risk
INV001972,8,2024-01-14,2024-11-06,147921,18490.12,42.43,153.0,52.74,True,At-Risk
INV001978,6,2024-03-14,2025-05-04,33387,5564.5,83.2,112.0,31.03,True,At-Risk
INV001979,6,2024-07-28,2025-05-01,78262,13043.67,55.4,100.0,33.95,True,At-Risk
INV001982,6,2024-03-18,2025-05-21,118849,19808.17,85.8,289.0,113.84,True,At-Risk
INV001986,7,2024-07-03,2025-04-15,93572,13367.43,47.67,98.0,33.76,True,At-Risk
INV001987,7,2024-04-08,2025-05-15,101651,14521.57,67.0,241.0,89.86,True,At-Risk
INV001990,8,2024-06-17,2025-04-30,60133,7516.62,45.29,91.0,32.28,True,At-Risk
INV001993,6,2024-02-15,2024-11-24,42253,7042.17,56.6,147.0,64.19,True,At-Risk
INV001995,6,2024-02-18,2024-10-18,76418,12736.33,48.6,94.0,32.21,True,At-Risk
INV001997,6,2024-01-04,2025-03-22,23078,3846.33,88.6,168.0,59.33,True,At-Risk
INV002001,6,2024-03-17,2025-05-15,35997,5999.5,84.8,335.0,142.06,True,At-Risk
INV002006,6,2024-03-19,2025-03-22,56278,9379.67,73.6,157.0,63.62,True,At-Risk
INV002010,6,2024-01-11,2025-01-18,111364,18560.67,74.6,103.0,23.71,True,At-Risk
INV002017,7,2024-04-23,2025-01-16,48099,6871.29,44.67,99.0,41.52,True,At-Risk
INV002018,6,2024-03-24,2025-02-05,22792,3798.67,63.6,106.0,39.97,True,At-Risk
INV002019,6,2024-06-02,2025-05-12,50866,8477.67,68.8,117.0,38.3,True,At-Risk
INV002025,7,2024-05-24,2025-04-24,52531,7504.43,55.83,92.0,35.56,True,At-Risk
INV002033,7,2024-01-04,2024-11-29,43182,6168.86,55.0,123.0,49.36,True,At-Risk
INV002034,8,2024-01-06,2025-05-03,75286,9410.75,69.0,166.0,64.13,True,At-Risk
INV002037,6,2024-03-04,2024-08-17,58317,9719.5,33.2,61.0,23.61,False,Healthy Cadence
INV002038,6,2024-01-16,2025-03-11,89042,14840.33,84.0,202.0,91.69,True,At-Risk
INV002051,6,2024-03-30,2025-04-27,101112,16852.0,78.6,159.0,65.02,True,At-Risk
INV002052,7,2024-02-08,2024-10-30,143832,20547.43,44.17,114.0,37.41,True,At-Risk
INV002069,10,2024-01-09,2025-03-12,82746,8274.6,47.56,95.0,35.85,True,At-Risk
INV002070,7,2024-01-10,2025-05-12,70993,10141.86,81.33,118.0,32.61,True,At-Risk
INV002083,10,2024-02-03,2025-05-13,142753,14275.3,51.67,193.0,58.96,True,At-Risk
INV002085,6,2024-02-29,2025-01-19,89035,14839.17,65.0,220.0,87.33,True,At-Risk
INV002090,6,2024-02-11,2025-05-07,38375,6395.83,90.2,231.0,101.83,True,At-Risk
INV002092,7,2024-05-20,2024-12-07,63358,9051.14,33.5,54.0,15.51,False,Healthy Cadence
INV002101,6,2024-01-09,2025-02-13,71140,11856.67,80.2,248.0,101.33,True,At-Risk
INV002102,6,2024-06-16,2025-01-26,90782,15130.33,44.8,63.0,11.82,True,At-Risk
INV002107,8,2024-01-09,2025-05-21,100667,12583.38,71.14,298.0,104.07,True,At-Risk
INV002111,8,2024-01-24,2025-04-05,84899,10612.38,62.43,123.0,40.55,True,At-Risk
INV002119,6,2024-03-29,2025-04-23,82710,13785.0,78.0,195.0,67.81,True,At-Risk
INV002121,7,2024-04-05,2025-05-21,69342,9906.0,68.5,197.0,68.97,True,At-Risk
INV002122,7,2024-09-26,2025-05-26,66891,9555.86,40.33,97.0,29.31,True,At-Risk
INV002127,6,2024-05-18,2025-03-15,66425,11070.83,60.2,113.0,39.31,True,At-Risk
INV002134,7,2024-01-20,2025-05-30,29028,4146.86,82.67,180.0,52.1,True,At-Risk
INV002138,6,2024-01-22,2025-04-25,20298,3383.0,91.8,189.0,84.47,True,At-Risk
